;request_id;timestamp;user_id;movie_id;rating;status
0;0;874724710;258;254;4.0;cache_missed
1;1;874724727;258;285;4.0;cache_missed
2;2;874724754;258;297;4.0;cache_missed
3;3;874724781;258;184;4.0;cache_missed
4;4;874724843;258;172;4.0;cache_missed
5;5;874724882;258;107;4.0;cache_missed
6;6;874724882;258;771;4.0;cache_missed
7;7;874724905;258;287;3.0;cache_missed
8;8;874724937;258;927;4.0;cache_missed
9;9;874724988;258;116;4.0;cache_missed
10;10;874725081;258;199;4.0;cache_missed
11;11;874725120;258;404;3.0;cache_missed
12;12;874725264;258;1073;3.0;cache_missed
13;13;874725386;258;175;4.0;cache_missed
14;14;874725485;258;356;5.0;cache_missed
15;15;874725485;258;209;4.0;cache_missed
16;16;874728168;850;686;2.0;cache_missed
17;17;874728338;850;695;3.0;cache_missed
18;18;874728338;850;283;3.0;cache_missed
19;19;874728370;850;294;5.0;cache_missed
20;20;874728396;850;472;4.0;cache_missed
21;21;874728396;850;543;4.0;cache_missed
22;22;874728430;850;289;4.0;cache_missed
23;23;874728461;850;146;4.0;cache_missed
24;24;874728565;850;120;4.0;cache_missed
25;25;874728598;850;716;3.0;cache_missed
26;115;874767408;850;110;3.0;cache_missed
27;116;874767408;850;1013;3.0;cache_missed
28;117;874767408;850;844;3.0;cache_missed
29;118;874767519;850;741;5.0;cache_missed
30;119;874767550;850;814;3.0;cache_missed
31;120;874767550;850;823;4.0;cache_missed
32;121;874767550;850;404;5.0;cache_hit
33;247;874780864;593;291;3.0;cache_missed
34;248;874780864;593;318;3.0;cache_missed
35;249;874780909;593;244;3.0;cache_missed
36;250;874780945;593;987;2.0;cache_missed
37;253;874781004;593;99;4.0;cache_missed
38;254;874781004;593;18;3.0;cache_missed
39;257;874781050;593;514;5.0;cache_missed
40;260;874781076;593;126;4.0;cache_missed
41;261;874781076;593;180;3.0;cache_missed
42;262;874781173;593;125;3.0;cache_missed
43;263;874781173;593;13;4.0;cache_missed
44;269;874781207;593;220;4.0;cache_missed
45;307;874783018;593;49;3.0;cache_missed
46;308;874783052;593;14;4.0;cache_missed
47;309;874783052;593;221;4.0;cache_missed
48;310;874783298;593;743;3.0;cache_missed
49;311;874783470;593;275;3.0;cache_missed
50;312;874784095;593;236;3.0;cache_missed
51;439;874786664;593;356;4.0;cache_hit
52;440;874786664;593;519;4.0;cache_missed
53;447;874786695;593;482;3.0;cache_missed
54;567;874788804;850;747;3.0;cache_missed
55;570;874789005;850;1046;3.0;cache_missed
56;571;874789084;850;1008;2.0;cache_missed
57;572;874789109;850;923;4.0;cache_missed
58;944;874809057;258;180;4.0;cache_hit
59;945;874809057;258;316;5.0;cache_missed
60;946;874809091;258;97;4.0;cache_missed
61;947;874809192;258;11;5.0;cache_missed
62;948;874809292;258;96;4.0;cache_missed
63;949;874809850;850;983;3.0;cache_missed
64;2426;874984002;341;318;4.0;cache_hit
65;2427;874984002;341;325;1.0;cache_missed
66;2428;874984002;341;285;4.0;cache_hit
67;2429;874984002;341;323;1.0;cache_missed
68;2430;874984025;341;261;2.0;cache_missed
69;2431;874984025;341;326;4.0;cache_missed
70;2432;874984045;341;300;5.0;cache_missed
71;2433;874984045;341;874;1.0;cache_missed
72;2434;874984067;341;288;2.0;cache_missed
73;2435;874984067;341;293;3.0;cache_missed
74;2436;874984068;341;872;3.0;cache_missed
75;2437;874984128;341;195;3.0;cache_missed
76;2438;874984128;341;155;4.0;cache_missed
77;2439;874984154;341;22;5.0;cache_missed
78;2440;874984175;341;178;5.0;cache_missed
79;2441;874984175;341;530;3.0;cache_missed
80;2442;874984207;341;485;5.0;cache_missed
81;2443;874984207;341;656;5.0;cache_missed
82;2444;874984207;341;31;5.0;cache_missed
83;2445;874984207;341;99;5.0;cache_hit
84;2446;874984207;341;132;4.0;cache_missed
85;2447;874984207;341;174;5.0;cache_missed
86;2448;874984233;341;8;5.0;cache_missed
87;2449;874984233;341;474;5.0;cache_missed
88;2450;874984234;341;356;3.0;cache_hit
89;2451;874984261;341;152;4.0;cache_missed
90;2452;874984261;341;203;4.0;cache_missed
91;2453;874984261;341;97;3.0;cache_hit
92;2454;874984315;341;11;5.0;cache_hit
93;2455;874984315;341;486;5.0;cache_missed
94;2456;874984315;341;55;5.0;cache_missed
95;2457;874984315;341;460;3.0;cache_missed
96;2458;874984315;341;10;5.0;cache_missed
97;2459;874984341;341;513;5.0;cache_missed
98;2460;874984341;341;151;4.0;cache_missed
99;2461;874984341;341;557;5.0;cache_missed
100;2462;874984365;341;159;3.0;cache_missed
101;2463;874984395;341;3;4.0;cache_missed
102;2464;874984395;341;432;5.0;cache_missed
103;2465;874984395;341;1102;3.0;cache_missed
104;2466;874984395;341;134;3.0;cache_missed
105;2467;874984430;341;583;4.0;cache_missed
106;2468;874984430;341;46;5.0;cache_missed
107;2469;874984430;341;207;4.0;cache_missed
108;2470;874984455;341;247;3.0;cache_missed
109;2471;874984455;341;136;2.0;cache_missed
110;2472;874984455;341;219;1.0;cache_missed
111;2473;874984480;341;812;5.0;cache_missed
112;2474;874984480;341;245;4.0;cache_missed
113;2475;874984480;341;12;3.0;cache_missed
114;2476;874984507;341;1367;5.0;cache_missed
115;2477;874984507;341;1006;4.0;cache_missed
116;2478;874984531;341;149;3.0;cache_missed
117;2479;874984531;341;275;3.0;cache_hit
118;2480;874984531;341;1013;1.0;cache_hit
119;2481;874984574;341;254;4.0;cache_hit
120;2482;874984574;341;1009;1.0;cache_missed
121;2483;874984574;341;107;4.0;cache_hit
122;2484;874984596;341;1015;1.0;cache_missed
123;2485;874984596;341;1008;1.0;cache_hit
124;2486;874984619;341;297;3.0;cache_hit
125;2487;874984619;341;286;3.0;cache_missed
126;2488;874984619;341;951;3.0;cache_missed
127;2489;874984619;341;292;4.0;cache_missed
128;2490;874984639;341;1011;4.0;cache_missed
129;2491;874984661;341;409;3.0;cache_missed
130;2492;874984661;341;13;5.0;cache_hit
131;2493;874984661;341;248;3.0;cache_missed
132;2494;874984684;341;92;4.0;cache_missed
133;2495;874984684;341;128;5.0;cache_missed
134;2496;874984727;341;534;3.0;cache_missed
135;2497;874984751;341;1159;3.0;cache_missed
136;2498;874984751;341;832;3.0;cache_missed
137;2499;874984788;341;148;5.0;cache_missed
138;2500;874984789;341;973;2.0;cache_missed
139;2501;874984789;341;843;3.0;cache_missed
140;2502;874984810;341;507;3.0;cache_missed
