;request_id;timestamp;user_id;movie_id;rating
0;122;874774286;118;299;5.0
1;123;874774286;118;285;5.0
2;124;874774449;118;321;4.0
3;125;874774449;118;322;4.0
4;126;874774575;118;274;5.0
5;127;874774575;118;865;3.0
6;128;874774575;118;457;5.0
7;129;874774575;118;99;5.0
8;130;874774718;118;49;5.0
9;131;874774719;118;454;4.0
10;132;874774815;118;740;4.0
11;133;874774956;118;234;5.0
12;134;874774956;118;812;4.0
13;135;874774956;118;717;5.0
14;136;874774993;118;276;4.0
15;137;874775038;118;297;4.0
16;138;874775038;118;236;5.0
17;139;874775136;118;1085;4.0
18;140;874775136;118;411;4.0
19;141;874775136;118;281;5.0
20;142;874775185;118;627;4.0
21;143;874775185;118;6;5.0
22;144;874775262;118;275;2.0
23;145;874775262;118;1015;5.0
24;146;874775262;118;92;4.0
25;147;874775262;118;124;5.0
26;148;874775311;118;221;5.0
27;149;874775311;118;120;4.0
28;150;874775406;118;828;5.0
29;151;874775406;118;981;4.0
30;152;874775406;118;822;3.0
31;153;874775406;118;741;5.0
32;154;874775406;118;180;4.0
33;155;874775406;118;471;4.0
34;156;874775465;118;761;4.0
35;157;874775465;118;596;4.0
36;158;874775465;118;286;4.0
37;159;874775535;118;116;5.0
38;160;874775535;118;923;4.0
39;161;874775580;118;825;4.0
40;162;874775580;118;474;4.0
41;163;874775580;118;108;5.0
42;164;874775580;118;273;4.0
43;165;874775614;118;256;4.0
44;166;874775647;118;472;3.0
45;167;874775680;118;1201;4.0
46;168;874775731;118;249;2.0
47;169;874775815;118;404;4.0
48;170;874775815;118;826;3.0
49;171;874775849;118;104;2.0
50;172;874775914;118;254;3.0
51;173;874775914;118;545;4.0
52;174;874775945;118;929;3.0
53;175;874775945;118;716;3.0
54;176;874775980;118;1033;3.0
55;177;874775980;118;830;2.0
56;178;874777260;639;789;4.0
57;179;874777440;639;10;4.0
58;180;874777491;639;11;5.0
59;181;874777491;639;495;4.0
60;182;874777528;639;55;5.0
61;183;874777528;639;381;4.0
62;184;874777528;639;179;5.0
63;185;874777583;639;169;5.0
64;186;874777623;639;133;5.0
65;187;874777623;639;473;4.0
66;188;874777658;639;769;4.0
67;189;874777701;639;63;5.0
68;190;874777735;639;174;5.0
69;191;874777735;639;46;4.0
70;192;874777735;639;80;5.0
71;193;874777765;639;54;5.0
72;194;874777833;639;460;4.0
73;195;874777890;639;168;5.0
74;196;874777925;639;181;5.0
75;197;874777948;639;317;5.0
76;198;874777974;639;203;5.0
77;199;874777998;639;90;4.0
78;200;874778065;639;84;5.0
79;201;874778065;639;69;4.0
80;202;874778065;639;3;4.0
81;203;874778095;639;940;5.0
82;204;874778096;639;579;5.0
83;205;874778154;639;208;5.0
84;206;874778181;639;188;5.0
85;207;874778207;639;692;5.0
86;208;874778240;639;95;5.0
87;209;874778240;639;200;4.0
88;210;874778240;639;662;5.0
89;211;874778274;639;213;5.0
90;212;874778274;639;356;5.0
91;213;874778274;639;52;4.0
92;214;874778274;639;238;5.0
93;215;874778299;639;1072;5.0
94;216;874778299;639;427;5.0
95;217;874778345;639;41;5.0
96;218;874778345;639;65;4.0
97;219;874778366;639;201;5.0
98;220;874778424;639;230;5.0
99;221;874778479;639;67;4.0
100;222;874778479;639;539;3.0
101;223;874778479;639;21;4.0
102;224;874778479;639;232;4.0
103;225;874778479;639;160;4.0
104;226;874778515;639;194;4.0
105;227;874778515;639;78;5.0
106;228;874778515;639;91;4.0
107;229;874778568;639;683;4.0
108;230;874778568;639;1;4.0
109;231;874778569;639;565;4.0
110;232;874778569;639;225;5.0
111;233;874778569;639;567;4.0
112;234;874778569;639;384;5.0
113;235;874778612;639;719;3.0
114;236;874778612;639;37;4.0
115;237;874778612;639;577;3.0
116;238;874778612;639;61;3.0
117;239;874778613;639;760;5.0
118;240;874778696;639;32;3.0
119;241;874778722;639;549;4.0
120;242;874778756;639;801;3.0
121;243;874778756;639;372;3.0
122;244;874778756;639;390;3.0
123;245;874780832;118;251;3.0
124;246;874780860;118;824;3.0
125;251;874780969;118;976;3.0
126;252;874780996;118;1258;3.0
127;255;874781037;118;253;2.0
128;256;874781037;118;1243;3.0
129;258;874781067;118;594;3.0
130;259;874781068;118;985;3.0
131;264;874781198;118;10;5.0
132;265;874781198;118;1260;4.0
133;266;874781198;118;491;5.0
134;267;874781198;118;1152;5.0
135;268;874781198;118;55;4.0
136;270;874781257;118;95;5.0
137;271;874781257;118;212;5.0
138;272;874781257;118;193;5.0
139;273;874781303;118;181;4.0
140;274;874781303;118;173;4.0
141;275;874781351;118;167;5.0
142;276;874781352;118;88;4.0
143;277;874781352;118;81;2.0
144;278;874781407;118;510;5.0
145;279;874781407;118;209;5.0
146;280;874781460;118;63;4.0
147;281;874781547;118;485;4.0
148;282;874781547;118;1259;5.0
149;283;874781628;118;654;5.0
150;284;874781698;118;21;4.0
151;285;874781742;118;187;4.0
152;286;874781742;118;381;5.0
153;287;874781779;118;30;5.0
154;288;874781779;118;1100;5.0
155;289;874781829;118;86;5.0
156;290;874781829;118;69;3.0
157;291;874781872;118;192;4.0
158;292;874781915;118;11;3.0
159;293;874781915;118;567;4.0
160;294;874781994;118;123;4.0
161;295;874781994;118;384;5.0
162;296;874781994;118;198;5.0
163;297;874782022;118;153;5.0
164;298;874782022;118;27;5.0
165;299;874782068;118;85;4.0
166;300;874782068;118;696;5.0
167;301;874782100;118;22;3.0
168;302;874782127;118;657;5.0
169;303;874782190;118;448;5.0
170;304;874782190;118;715;5.0
171;305;874782191;118;171;4.0
172;306;874782228;118;131;5.0
173;526;874787387;531;760;4.0
174;565;874788566;531;226;4.0
175;566;874788755;531;142;4.0
176;568;874788957;531;1220;5.0
177;573;874789155;531;1198;3.0
178;577;874789332;531;37;3.0
179;578;874789474;531;450;4.0
180;579;874789538;531;794;2.0
181;580;874789704;531;1227;3.0
182;581;874789704;531;104;3.0
183;582;874790439;531;1206;2.0
184;583;874790629;531;830;2.0
185;584;874790629;531;1045;4.0
186;589;874790813;531;553;4.0
187;599;874790930;531;1336;3.0
188;605;874790998;531;1187;4.0
189;622;874791172;531;770;3.0
190;639;874791420;531;1427;4.0
191;644;874791506;531;1425;3.0
192;657;874791671;531;720;4.0
193;661;874791786;531;928;3.0
194;662;874791786;531;733;3.0
195;668;874791850;531;591;3.0
196;683;874791976;531;363;3.0
197;684;874791976;531;544;2.0
198;691;874792031;531;410;3.0
199;700;874792142;531;368;3.0
200;705;874792194;820;293;4.0
201;707;874792232;531;138;5.0
202;711;874792285;820;99;2.0
203;712;874792285;820;1083;5.0
204;720;874792369;820;274;5.0
205;721;874792369;820;13;4.0
206;727;874792403;820;475;4.0
207;735;874792442;820;116;3.0
208;742;874792491;820;762;3.0
209;743;874792491;820;236;5.0
210;750;874792521;820;283;3.0
211;751;874792521;820;180;4.0
212;757;874792570;820;992;4.0
213;758;874792570;820;125;5.0
214;762;874792591;820;844;5.0
215;771;874792650;820;147;3.0
216;786;874792698;820;458;5.0
217;791;874792752;820;120;3.0
218;792;874792752;820;470;4.0
219;795;874792778;820;273;5.0
220;799;874792813;820;0;5.0
221;800;874792813;820;472;3.0
222;801;874792835;820;14;5.0
223;806;874792860;820;124;4.0
224;813;874792889;820;1196;5.0
225;814;874792889;820;150;4.0
226;825;874793022;820;596;3.0
227;826;874793022;820;404;4.0
228;827;874793022;820;1059;5.0
229;832;874793049;820;110;4.0
230;837;874793130;820;741;4.0
231;838;874793196;820;105;2.0
232;840;874793218;820;280;3.0
233;841;874793218;820;117;3.0
234;842;874793368;820;317;5.0
235;843;874793418;820;21;5.0
236;844;874793469;820;27;5.0
237;845;874793469;820;388;5.0
238;846;874793517;820;482;5.0
239;847;874793517;820;356;5.0
240;848;874793517;820;179;5.0
241;849;874793517;820;78;5.0
242;850;874793574;820;508;5.0
243;851;874793574;820;233;5.0
244;852;874793574;820;494;5.0
245;853;874793649;820;63;5.0
246;854;874793649;820;704;5.0
247;855;874793649;820;426;5.0
248;856;874793773;820;173;5.0
249;857;874793773;820;434;4.0
250;858;874793773;820;559;3.0
251;859;874793806;820;212;5.0
252;860;874793847;820;97;5.0
253;861;874793847;820;55;5.0
254;862;874793848;820;96;5.0
255;863;874793848;820;503;4.0
256;864;874793848;820;706;5.0
257;865;874793852;531;1239;2.0
258;866;874793898;820;94;5.0
259;867;874793898;820;160;4.0
260;868;874793898;820;131;5.0
261;869;874793898;820;483;5.0
262;870;874793933;820;69;4.0
263;871;874793969;820;70;5.0
264;872;874794386;531;1406;2.0
265;873;874794386;531;406;2.0
266;880;874795634;531;1495;2.0
267;901;874795951;531;411;2.0
268;905;874796151;531;833;4.0
269;910;874796400;531;1501;1.0
270;914;874796421;531;449;2.0
271;1812;874947380;345;299;5.0
272;1813;874947380;345;747;4.0
273;1814;874947609;345;365;2.0
274;1815;874947609;345;49;5.0
275;1816;874947609;345;1010;1.0
276;1817;874947609;345;171;5.0
277;1818;874947644;345;174;4.0
278;1819;874947644;345;133;5.0
279;1820;874947700;345;209;4.0
280;1821;874947747;345;175;4.0
281;1822;874947747;345;126;5.0
282;1823;874947794;345;726;1.0
283;1824;874947923;345;6;2.0
284;1825;874947923;345;639;3.0
285;1826;874947958;345;179;5.0
286;1827;874948030;345;186;3.0
287;1828;874948031;345;181;5.0
288;1829;874948059;345;21;5.0
289;1830;874948105;345;3;4.0
290;1831;874948105;345;317;5.0
291;1832;874948105;345;519;5.0
292;1833;874948105;345;78;5.0
293;1834;874948139;345;202;4.0
294;1835;874948139;345;155;4.0
295;1836;874948173;345;212;3.0
296;1837;874948173;345;97;2.0
297;1838;874948174;345;10;4.0
298;1839;874948214;345;63;4.0
299;1840;874948252;345;187;4.0
300;1841;874948252;345;95;5.0
301;1842;874948252;345;167;4.0
302;1843;874948252;345;152;3.0
303;1844;874948303;345;1038;2.0
304;1845;874948303;345;214;3.0
305;1846;874948303;345;185;3.0
306;1847;874948332;345;180;5.0
307;1848;874948332;345;142;3.0
308;1849;874948382;345;182;4.0
309;1850;874948426;345;99;3.0
310;1851;874948426;345;966;2.0
311;1852;874948475;345;172;3.0
312;1853;874948475;345;210;4.0
313;1854;874948476;345;176;4.0
314;1855;874948513;345;88;4.0
315;1856;874948513;345;741;4.0
316;1857;874948513;345;841;1.0
317;1858;874948513;345;132;5.0
318;1859;874948513;345;469;3.0
319;1860;874948547;345;173;5.0
320;1861;874948639;345;54;5.0
321;1862;874948703;345;194;5.0
322;1863;874948703;345;120;4.0
323;1864;874948730;345;203;4.0
324;1865;874948783;345;272;4.0
325;1866;874948824;345;163;3.0
326;1867;874948889;345;232;4.0
327;1868;874948889;345;517;4.0
328;1869;874948889;345;454;3.0
329;1870;874948890;345;368;3.0
330;1871;874948890;345;514;5.0
331;1872;874948890;345;615;1.0
332;1873;874948929;345;239;1.0
333;1874;874948929;345;96;4.0
334;1875;874948929;345;683;4.0
335;1876;874948929;345;240;4.0
336;1877;874948955;345;731;3.0
337;1878;874948979;345;659;2.0
338;1879;874949011;345;158;4.0
339;1880;874949011;345;215;3.0
340;1881;874949011;345;657;3.0
341;1882;874949057;345;422;4.0
342;1883;874949086;345;236;4.0
343;1884;874949116;345;745;3.0
344;1885;874949116;345;393;4.0
345;1886;874949217;345;53;4.0
346;1887;874949217;345;55;5.0
347;1888;874949244;345;150;4.0
348;1889;874949380;345;87;4.0
349;1890;874949923;345;82;4.0
350;1891;874949952;345;641;3.0
351;1892;874950029;345;90;1.0
352;1893;874950029;345;275;1.0
353;1894;874950054;345;116;4.0
354;1895;874950135;345;75;4.0
355;1896;874950172;345;146;4.0
356;1897;874950172;345;560;3.0
357;1898;874950208;345;127;2.0
358;1899;874950232;345;11;5.0
359;1900;874950291;345;233;2.0
360;1901;874950316;345;738;3.0
361;1902;874950383;345;684;3.0
362;1903;874950383;345;30;4.0
363;1904;874950383;345;402;3.0
364;1905;874950413;345;160;3.0
365;1906;874950463;345;577;2.0
366;1907;874950463;345;183;1.0
367;1908;874950463;345;950;2.0
368;1909;874950536;345;1017;3.0
369;1910;874950616;345;430;5.0
370;1911;874950692;345;195;3.0
371;1912;874950692;345;140;4.0
372;1913;874950766;345;565;5.0
373;1914;874950794;345;264;4.0
374;1915;874950794;345;635;3.0
375;1916;874950839;345;16;1.0
376;1934;874950937;345;692;4.0
377;1935;874950937;345;471;4.0
378;1936;874950937;345;76;4.0
379;1937;874950966;345;156;3.0
380;1938;874950966;345;548;4.0
381;1947;874950993;345;37;3.0
382;1948;874950993;345;1134;4.0
383;1959;874951029;345;364;1.0
384;1960;874951029;345;808;3.0
385;1972;874951062;345;362;3.0
386;1973;874951062;345;67;3.0
387;1974;874951104;345;540;3.0
388;2062;874951714;345;71;3.0
389;2063;874951714;345;943;3.0
390;2064;874951714;345;707;3.0
391;2080;874951782;345;672;3.0
392;2081;874951783;345;581;3.0
393;2169;874953892;296;299;3.0
394;2170;874953892;296;285;5.0
395;2171;874953892;296;325;2.0
396;2172;874953892;296;257;5.0
397;2179;874953948;296;293;3.0
398;2180;874954060;296;747;2.0
399;2181;874954060;296;244;3.0
400;2182;874954093;296;677;3.0
401;2183;874954183;296;99;5.0
402;2184;874954260;296;115;4.0
403;2185;874954260;296;274;5.0
404;2186;874954260;296;918;1.0
405;2187;874954260;296;23;4.0
406;2188;874954353;296;514;5.0
407;2189;874954353;296;128;4.0
408;2190;874954353;296;123;4.0
409;2191;874954387;296;282;4.0
410;2192;874954425;296;136;5.0
411;2193;874954425;296;0;3.0
412;2194;874954426;296;474;5.0
413;2195;874954497;296;627;4.0
414;2196;874954497;296;24;4.0
415;2197;874954497;296;116;4.0
416;2198;874954497;296;283;4.0
417;2199;874954541;296;49;5.0
418;2200;874954541;296;863;3.0
419;2201;874954541;296;6;4.0
420;2202;874954611;296;470;3.0
421;2203;874954611;296;234;2.0
422;2204;874954611;296;454;4.0
423;2205;874954763;296;272;4.0
424;2206;874954763;296;545;3.0
425;2207;874954763;296;19;4.0
426;2208;874954763;296;256;3.0
427;2209;874954763;296;1006;4.0
428;2210;874954814;296;247;3.0
429;2211;874954814;296;297;5.0
430;2212;874954814;296;534;3.0
431;2213;874954814;296;108;4.0
432;2214;874954844;296;292;3.0
433;2215;874954845;296;1013;3.0
434;2216;874954845;296;221;4.0
435;2217;874954845;296;281;3.0
436;2218;874955085;296;107;4.0
437;2219;874955085;296;249;1.0
438;2220;874955085;296;110;3.0
439;2221;874955107;296;595;3.0
440;2222;874955131;296;1015;3.0
441;2223;874955131;296;287;3.0
442;2224;874955183;296;146;3.0
443;2225;874955210;296;12;3.0
444;2226;874955210;296;248;3.0
445;2227;874955210;296;507;4.0
446;2296;874962614;620;691;4.0
447;2297;874962705;620;392;3.0
448;2298;874962772;620;72;5.0
449;2299;874962772;620;87;2.0
450;2300;874962824;620;32;4.0
451;2301;874962824;620;207;4.0
452;2302;874962824;620;1117;3.0
453;2303;874962824;620;779;4.0
454;2304;874962900;620;71;2.0
455;2305;874962900;620;366;3.0
456;2306;874962988;620;3;4.0
457;2307;874962988;620;584;4.0
458;2308;874963028;620;450;1.0
459;2309;874963028;620;745;4.0
460;2310;874963081;620;383;3.0
461;2311;874963081;620;93;2.0
462;2312;874963081;620;789;4.0
463;2313;874963126;620;385;3.0
464;2314;874963126;620;943;5.0
465;2315;874963126;620;720;4.0
466;2316;874963126;620;79;4.0
467;2317;874963166;620;939;3.0
468;2318;874963166;620;382;2.0
469;2319;874963210;620;400;1.0
470;2320;874963210;620;1028;2.0
471;2321;874963273;620;40;4.0
472;2322;874963273;620;794;1.0
473;2323;874963273;620;782;3.0
474;2324;874963273;620;39;3.0
475;2325;874963445;620;62;1.0
476;2326;874963446;620;363;3.0
477;2327;874963446;620;576;3.0
478;2328;874963446;620;1035;1.0
479;2329;874963594;620;182;4.0
480;2330;874963594;620;78;5.0
481;2331;874963594;620;54;5.0
482;2332;874963797;620;384;5.0
483;2333;874963797;620;95;5.0
484;2334;874963797;620;175;3.0
485;2335;874963797;620;567;5.0
486;2336;874964267;620;81;5.0
487;2337;874964267;620;183;3.0
488;2338;874964375;620;230;4.0
489;2339;874964375;620;232;3.0
490;2340;874964447;620;160;3.0
491;2341;874964495;620;37;3.0
492;2342;874964496;620;61;4.0
493;2343;874964496;620;52;4.0
494;2344;874964604;620;577;5.0
495;2345;874964604;620;240;4.0
496;2346;874964605;620;397;2.0
497;2347;874964605;620;575;2.0
498;2348;874964605;620;540;4.0
499;2349;874964657;620;539;3.0
500;2350;874964657;620;553;4.0
501;2351;874964657;620;390;3.0
502;2352;874964657;620;809;3.0
503;2353;874964816;620;199;4.0
504;2354;874964915;620;558;5.0
505;2355;874964945;620;560;4.0
506;2356;874964991;620;566;3.0
507;2357;874964991;620;768;3.0
508;2358;874965093;620;623;5.0
509;2359;874965093;620;418;4.0
510;2360;874965093;620;541;2.0
511;2361;874965093;620;431;4.0
512;2362;874965094;620;583;5.0
513;2363;874965208;620;70;3.0
514;2364;874965208;620;142;2.0
515;2365;874965208;620;587;3.0
516;2366;874965298;620;419;4.0
517;2367;874965298;620;417;3.0
518;2368;874965299;620;500;3.0
519;2369;874965299;620;416;3.0
520;2370;874965299;620;624;4.0
521;2371;874965299;620;754;3.0
522;2372;874965299;620;141;3.0
523;2373;874965299;620;90;3.0
524;2374;874965407;620;7;5.0
525;2375;874965407;620;173;3.0
526;2376;874965407;620;172;4.0
527;2377;874965407;620;49;5.0
528;2378;874965407;620;171;5.0
529;2379;874965408;620;27;4.0
530;2380;874965408;620;86;5.0
531;2381;874965408;620;180;5.0
532;2384;874965496;620;403;3.0
533;2403;874967063;859;299;4.0
534;2404;874967063;859;261;4.0
535;2405;874967063;859;285;4.0
536;2511;874999563;531;300;4.0
537;2512;875000499;345;292;3.0
538;2513;875002643;345;290;5.0
539;2514;875002895;345;1257;4.0
540;2515;875003052;345;596;3.0
541;2516;875003274;345;830;3.0
542;2547;875035487;832;323;3.0
543;2548;875035487;832;288;1.0
544;2549;875035487;832;287;2.0
545;2550;875035534;832;261;2.0
546;2551;875035534;832;327;2.0
547;2552;875035624;832;239;4.0
548;2553;875035660;832;126;5.0
549;2554;875035660;832;514;3.0
550;2555;875035660;832;1385;4.0
551;2556;875035718;832;128;3.0
552;2557;875035718;832;49;2.0
